peak_power,average_power,standard_deviation_power,spectral_centroid,spectral_entropy,occupied_bandwidth,peak_count
1.2400778153085814e+16,107662523933.7903,7040041634031.145,2637164.303339091,0.936238274056928,2771434.0,9
